threshold,false_positives,fp_per_scan,true_positives,sensitivity
0.9068702459335327,2,0.022988505747126436,89,0.9081632653061225
0.8982558846473694,3,0.034482758620689655,89,0.9081632653061225
0.889141321182251,4,0.04597701149425287,89,0.9081632653061225
0.8547394871711731,4,0.04597701149425287,90,0.9183673469387755
0.844717800617218,4,0.04597701149425287,91,0.9285714285714286
0.746468186378479,4,0.04597701149425287,92,0.9387755102040817
0.728769063949585,5,0.05747126436781609,92,0.9387755102040817
0.7085258364677429,5,0.05747126436781609,93,0.9489795918367347
0.6657136678695679,6,0.06896551724137931,93,0.9489795918367347
0.6237267851829529,6,0.06896551724137931,94,0.9591836734693877
0.6221935153007507,7,0.08045977011494253,94,0.9591836734693877
0.6004719734191895,8,0.09195402298850575,94,0.9591836734693877
0.5341732501983643,9,0.10344827586206896,94,0.9591836734693877
0.5174503922462463,10,0.11494252873563218,94,0.9591836734693877
0.4936228394508362,10,0.11494252873563218,95,0.9693877551020408
0.4531541168689728,10,0.11494252873563218,96,0.9795918367346939
0.4053819179534912,11,0.12643678160919541,96,0.9795918367346939
0.3544653058052063,12,0.13793103448275862,96,0.9795918367346939
0.32875922322273254,13,0.14942528735632185,96,0.9795918367346939
0.30926117300987244,14,0.16091954022988506,96,0.9795918367346939
0.3078358769416809,15,0.1724137931034483,96,0.9795918367346939
0.22557814419269562,16,0.1839080459770115,96,0.9795918367346939
0.19296489655971527,16,0.1839080459770115,97,0.9897959183673469
0.1376049667596817,17,0.19540229885057472,97,0.9897959183673469
0.1285577118396759,18,0.20689655172413793,97,0.9897959183673469
0.10603456199169159,19,0.21839080459770116,97,0.9897959183673469
0.10403376817703247,20,0.22988505747126436,97,0.9897959183673469
0.09889134019613266,21,0.2413793103448276,97,0.9897959183673469
0.09603525698184967,22,0.25287356321839083,97,0.9897959183673469
0.09401208907365799,23,0.26436781609195403,97,0.9897959183673469
0.08846771717071533,24,0.27586206896551724,97,0.9897959183673469
0.0773504301905632,25,0.28735632183908044,97,0.9897959183673469
0.07600093632936478,26,0.2988505747126437,97,0.9897959183673469
0.07566697895526886,27,0.3103448275862069,97,0.9897959183673469
0.07459051162004471,28,0.3218390804597701,97,0.9897959183673469
0.06791116297245026,29,0.3333333333333333,97,0.9897959183673469
0.06553085893392563,30,0.3448275862068966,97,0.9897959183673469
0.05309507995843887,31,0.3563218390804598,97,0.9897959183673469
0.05190636217594147,32,0.367816091954023,97,0.9897959183673469
0.043240759521722794,33,0.3793103448275862,97,0.9897959183673469
0.04156274348497391,34,0.39080459770114945,97,0.9897959183673469
0.040633104741573334,35,0.40229885057471265,97,0.9897959183673469
0.035254769027233124,36,0.41379310344827586,97,0.9897959183673469
0.03482618182897568,37,0.42528735632183906,97,0.9897959183673469
0.03222028166055679,38,0.4367816091954023,97,0.9897959183673469
0.032197315245866776,39,0.4482758620689655,97,0.9897959183673469
0.0318789966404438,40,0.45977011494252873,97,0.9897959183673469
0.03044261783361435,41,0.47126436781609193,97,0.9897959183673469
0.030326547101140022,42,0.4827586206896552,97,0.9897959183673469
0.029966892674565315,43,0.4942528735632184,97,0.9897959183673469
0.0276199858635664,44,0.5057471264367817,97,0.9897959183673469
0.02708098292350769,45,0.5172413793103449,97,0.9897959183673469
0.026950549334287643,46,0.5287356321839081,97,0.9897959183673469
0.025902843102812767,47,0.5402298850574713,97,0.9897959183673469
